id,rank,training_name,training_type,hours
1636,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
1637,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
1638,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1639,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1640,Patrol Officer,2019 Accreditation Training,Community Policing,1
1641,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
1642,Patrol Officer,2019 Accreditation Review,Police Training,1
1643,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1644,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1645,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1646,Patrol Officer,Fighting Fentanyl,Police Training,16
1647,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1648,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1649,Patrol Officer,Handler Instruction and Training Seminar (HITS),Police Training,40
1650,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1651,Patrol Officer,Being a Trusted Leader,Police Training,8
1652,Patrol Officer,TSC Watchlisting Training,Police Training,1
1653,Patrol Officer,19-905 OWI Investigations,Police Training,1
1654,Emergency Manager,2019 Bloodborne Pathogens ,Police Training,1
1655,Emergency Manager,Hazardous Materials 2019,Police Training,1
1656,Emergency Manager,Ethical Decision Making and Intervention,Police Training,1
1657,Emergency Manager,Michigan State Police Security Awareness Training Level 1,Police Training,1
1658,Emergency Manager,Michigan State Police Security Awareness Training Level 2,Police Training,1
1659,Emergency Manager,Michigan State Police Security Awareness Training Level 3,Police Training,1
1660,Detective,Rifle Instructor Training & Curriculum Development,Police Training,8
1661,Detective,Rifle Training and Qualification,Police Training,8
1662,Detective,Firearms Training/Qualification,Police Training,1
1663,Detective,Firearms Training/Qualification,Police Training,1
1664,Detective,Firearms Training/Qualification,Police Training,1
1665,Detective,Taser X2 Instructor Certification,Police Training,16
1666,Detective,2019 Bloodborne Pathogens ,Police Training,1
1667,Detective,Hazardous Materials 2019,Police Training,1
1668,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1669,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1670,Detective,2019 Response to Resistance Scenarios,Police Training,4
1671,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1672,Detective,2019 Home Made Explosives Recognition,Police Training,1
1673,Detective,2019 ALICE Methodology,Police Training,1
1674,Detective,2019 Community Policing / Problem Solving,Police Training,1
1675,Detective,2019 Below 100,Police Training,1
1676,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1677,Detective,2019 Employee Asssistance Program,Police Training,1
1678,Detective,2019 52-1 District Court Update ,Police Training,2
1679,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1680,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1681,Detective,Ethical Decision Making and Intervention,Police Training,1
1682,Detective,2019 Accreditation Review,Police Training,1
1683,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1684,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1685,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1686,Detective,Gracie Survival Tactics - Instructor,Police Training,40
1687,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
1688,Detective,MILO Simulator Training,Police Training,24
1689,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
1690,Detective,TSC Watchlisting Training,Police Training,1
1691,Detective,19-905 OWI Investigations,Police Training,1
1692,Detective,Response to Resistance Annual Cadre Meeting,Police Training,8
1693,Detective,Medicolegal Investigation of Death,Police Training,24
1694,Detective,Outdoor Rifle Training,Police Training,9
1695,Detective,Outdoor Rifle Training,Police Training,9
1696,Detective,Rifle Training and Qualification,Police Training,8
1697,Detective,Michigan Liquor Law Enforcement,Police Training,8
1698,Detective,Firearms Training/Qualification,Police Training,1
1699,Detective,Firearms Training/Qualification,Police Training,1
1700,Detective,Firearms Training/Qualification,Police Training,1
1701,Detective,Emergency Vehicle Operations (EVO),Police Training,8
1702,Detective,LSI-SCAN Statement Analysis; Basic and Advanced Workshop,Police Training,32
1703,Detective,2019 Bloodborne Pathogens ,Police Training,1
1704,Detective,Hazardous Materials 2019,Police Training,1
1705,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1706,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1707,Detective,2019 Response to Resistance Scenarios,Police Training,4
1708,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1709,Detective,2019 Home Made Explosives Recognition,Police Training,1
1710,Detective,2019 ALICE Methodology,Police Training,1
1711,Detective,2019 Community Policing / Problem Solving,Police Training,1
1712,Detective,2019 Below 100,Police Training,1
1713,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1714,Detective,2019 Employee Asssistance Program,Police Training,1
1715,Detective,2019 52-1 District Court Update ,Police Training,2
1716,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1717,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1718,Detective,2019 Accreditation Training,Community Policing,1
1719,Detective,Ethical Decision Making and Intervention,Police Training,1
1720,Detective,2019 Accreditation Review,Police Training,1
1721,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1722,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1723,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1724,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
1725,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
1726,Detective,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1727,Detective,TSC Watchlisting Training,Police Training,1
1728,Detective,19-905 OWI Investigations,Police Training,1
1729,Detective,2020 Community Policing and Problem Solving,Police Training,1
1730,Dispatcher,Sexual Harassment Training,HR Training,
1731,Dispatcher,Leaves of Absence Training,HR Training,0
1732,Dispatcher,Diversity Training (HR),HR Training,0
1733,Dispatcher,Customer Service Guarantee Training,HR Training,
1734,Dispatcher,ALICE Training,HR Training,
1735,Patrol Officer,Rifle Training and Qualification,Police Training,8
1736,Patrol Officer,Rifle Training and Qualification,Police Training,8
1737,Patrol Officer,Rifle Training and Qualification,Police Training,8
1738,Patrol Officer,Firearms Training/Qualification,Police Training,1
1739,Patrol Officer,Firearms Training/Qualification,Police Training,1
1740,Patrol Officer,Firearms Training/Qualification,Police Training,1
1741,Patrol Officer,Firearms Training/Qualification,Police Training,1
1742,Patrol Officer,Firearms Training/Qualification,Police Training,1
1743,Patrol Officer,Firearms Training/Qualification,Police Training,1
1744,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
1745,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
1746,Patrol Officer,Hazardous Materials 2019,Police Training,1
1747,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1748,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1749,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
1750,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1751,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
1752,Patrol Officer,2019 ALICE Methodology,Police Training,1
1753,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
1754,Patrol Officer,2019 Below 100,Police Training,1
1755,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1756,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
1757,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
1758,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1759,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1760,Patrol Officer,2019 Accreditation Training,Community Policing,1
1761,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
1762,Patrol Officer,2019 Accreditation Review,Police Training,1
1763,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1764,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1765,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1766,Patrol Officer,EVO Police Vehicle Operation - Instructor,Police Training,40
1767,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1768,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1769,Patrol Officer,TSC Watchlisting Training,Police Training,1
1770,Patrol Officer,19-905 OWI Investigations,Police Training,1
1771,Cadet,Sexual Harassment Training,HR Training,
1772,Cadet,Diversity Training (HR),HR Training,0
1773,Cadet,Customer Service Guarantee Training,HR Training,
1774,Public Safety Budget Analyst,2019 Bloodborne Pathogens ,Police Training,1
1775,Public Safety Budget Analyst,Hazardous Materials 2019,Police Training,1
1776,Public Safety Budget Analyst,Hazardous Materials 2019,Police Training,1
1777,Public Safety Budget Analyst,Ethical Decision Making and Intervention,Police Training,1
1778,Public Safety Budget Analyst,Michigan State Police Security Awareness Training Level 1,Police Training,1
1779,Public Safety Budget Analyst,Michigan State Police Security Awareness Training Level 2,Police Training,1
1780,Public Safety Budget Analyst,Michigan State Police Security Awareness Training Level 3,Police Training,1
1781,Detective,Medicolegal Investigation of Death,Police Training,24
1782,Detective,Exploring the Sexual Offender & Physical Abuser ,Police Training,18
1783,Detective,Outdoor Rifle Training,Police Training,9
1784,Detective,Outdoor Rifle Training,Police Training,9
1785,Detective,Child Death Investigation,Police Training,24
1786,Detective,Rifle Training and Qualification,Police Training,8
1787,Detective,Background Investigations for Police Applicants,Police Training,9
1788,Detective,Firearms Training/Qualification,Police Training,1
1789,Detective,Firearms Training/Qualification,Police Training,1
1790,Detective,Firearms Training/Qualification,Police Training,1
1791,Detective,Firearms Training/Qualification,Police Training,1
1792,Detective,Evidence Technician Training,Police Training,99
1793,Detective,Emergency Vehicle Operations (EVO),Police Training,8
1794,Detective,Annual Child  Abuse Conference ,Police Training,24
1795,Detective,Forensic Interviewing: The Next Step,Police Training,24
1796,Detective,2019 Bloodborne Pathogens ,Police Training,1
1797,Detective,Hazardous Materials 2019,Police Training,1
1798,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1799,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1800,Detective,2019 Response to Resistance Scenarios,Police Training,4
1801,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1802,Detective,2019 Home Made Explosives Recognition,Police Training,1
1803,Detective,2019 ALICE Methodology,Police Training,1
1804,Detective,2019 Community Policing / Problem Solving,Police Training,1
1805,Detective,2019 Below 100,Police Training,1
1806,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1807,Detective,2019 Employee Asssistance Program,Police Training,1
1808,Detective,2019 52-1 District Court Update ,Police Training,2
1809,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1810,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1811,Detective,Ethical Decision Making and Intervention,Police Training,1
1812,Detective,2019 Accreditation Review,Police Training,1
1813,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1814,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1815,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1816,Detective,Sex Trafficking Investigations,Police Training,8
1817,Detective,Oakland County Child Abuse and Neglect,Police Training,3
1818,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
